title,city,locality,bhk,areaSqft,floor,totalFloors,ageYears,furnishedStatus,facing,propertyType,listingType,price,verified,hot,sellerName,sellerPhone
"Spacious 2BHK Builder Floor in Naroda","Ahmedabad","Naroda","2","1201","15","22","15","Unfurnished","North","Builder Floor","Buy","3844524","true","","Rajesh Kumar","+91-9432109876"
"Cozy 1BHK Independent House in Vatva","Ahmedabad","Vatva","1","663","2","15","12","Unfurnished","North-East","Independent House","Buy","1902563","true","","Amit Patel","+91-9654321098"
"Luxurious 4BHK Studio in Gota","Ahmedabad","Gota","4","2032","8","18","22","Semi-Furnished","East","Studio","Buy","6205733","true","","Priya Singh","+91-9765432109"
"Spacious 2BHK Builder Floor in Navrangpura","Ahmedabad","Navrangpura","2","1400","16","17","25","Furnished","West","Builder Floor","Rent","21541","true","","Rajesh Kumar","+91-9432109876"
"Cozy 1BHK Independent House in Vastrapur","Ahmedabad","Vastrapur","1","855","19","24","9","Semi-Furnished","North-East","Independent House","Buy","4987186","true","","Priya Singh","+91-9765432109"
"Luxurious 5BHK Studio in Vatva","Ahmedabad","Vatva","5","1724","8","12","14","Unfurnished","West","Studio","Rent","26608","","","Amit Patel","+91-9654321098"
"Spacious 2BHK Independent House in Prahlad Nagar","Ahmedabad","Prahlad Nagar","2","1413","3","9","24","Furnished","South-West","Independent House","Buy","7714885","","","Amit Patel","+91-9654321098"
"Spacious 3BHK Independent House in Thaltej","Ahmedabad","Thaltej","3","1678","18","20","25","Unfurnished","South-West","Independent House","Buy","6517214","","","Rahul Sharma","+91-9876543210"
"Spacious 3BHK Builder Floor in Gota","Ahmedabad","Gota","3","1645","8","20","16","Semi-Furnished","North-East","Builder Floor","Rent","21035","true","","Rajesh Kumar","+91-9432109876"
"Luxurious 4BHK Builder Floor in SG Highway","Ahmedabad","SG Highway","4","1053","14","17","6","Semi-Furnished","East","Builder Floor","Buy","5844610","true","","Rajesh Kumar","+91-9432109876"
"Luxurious 5BHK Villa in Naroda","Ahmedabad","Naroda","5","2514","10","23","11","Semi-Furnished","North-West","Villa","Buy","8720844","","true","Rahul Sharma","+91-9876543210"
"Spacious 3BHK Builder Floor in SG Highway","Ahmedabad","SG Highway","3","1051","7","22","2","Semi-Furnished","North","Builder Floor","Buy","5429518","true","","Amit Patel","+91-9654321098"
"Spacious 3BHK Villa in Bodakdev","Ahmedabad","Bodakdev","3","1717","4","16","12","Semi-Furnished","South-East","Villa","Buy","9100098","true","","Amit Patel","+91-9654321098"
"Luxurious 5BHK Studio in Bopal","Ahmedabad","Bopal","5","2133","15","30","22","Semi-Furnished","West","Studio","Buy","7335945","true","","Amit Patel","+91-9654321098"
"Spacious 2BHK Independent House in SG Highway","Ahmedabad","SG Highway","2","1295","5","9","21","Furnished","North-East","Independent House","Buy","6371545","true","","Rahul Sharma","+91-9876543210"
"Luxurious 4BHK Apartment in Naroda","Ahmedabad","Naroda","4","1804","10","20","6","Unfurnished","South-West","Apartment","Buy","6304402","true","","Amit Patel","+91-9654321098"
"Spacious 3BHK Villa in Gota","Ahmedabad","Gota","3","1499","4","9","14","Semi-Furnished","East","Villa","Buy","5516591","","","Sunita Verma","+91-9543210987"
"Luxurious 5BHK Villa in Vatva","Ahmedabad","Vatva","5","1846","20","27","18","Unfurnished","North-East","Villa","Buy","4886965","","","Priya Singh","+91-9765432109"
"Luxurious 4BHK Apartment in Memnagar","Ahmedabad","Memnagar","4","1815","8","12","1","Furnished","South","Apartment","Buy","10573639","true","true","Rajesh Kumar","+91-9432109876"
"Spacious 2BHK Studio in Bopal","Ahmedabad","Bopal","2","1044","14","21","16","Furnished","North-West","Studio","Buy","4516980","true","","Rahul Sharma","+91-9876543210"
"Spacious 2BHK Studio in Naroda","Ahmedabad","Naroda","2","1175","7","14","11","Semi-Furnished","South-East","Studio","Buy","3728498","true","true","Amit Patel","+91-9654321098"
"Luxurious 4BHK Builder Floor in Vatva","Ahmedabad","Vatva","4","1516","9","9","12","Unfurnished","East","Builder Floor","Buy","4414725","","true","Priya Singh","+91-9765432109"
"Spacious 3BHK Apartment in Naroda","Ahmedabad","Naroda","3","1739","7","11","14","Furnished","East","Apartment","Rent","20712","true","","Rajesh Kumar","+91-9432109876"
"Luxurious 4BHK Apartment in Thaltej","Ahmedabad","Thaltej","4","1855","13","15","8","Semi-Furnished","South-East","Apartment","Rent","32953","true","true","Amit Patel","+91-9654321098"
"Spacious 2BHK Builder Floor in Odhav","Ahmedabad","Odhav","2","892","15","19","13","Unfurnished","East","Builder Floor","Rent","10784","true","","Rajesh Kumar","+91-9432109876"
"Luxurious 5BHK Villa in Bopal","Ahmedabad","Bopal","5","2313","3","17","20","Furnished","North-West","Villa","Rent","42114","","","Rajesh Kumar","+91-9432109876"
"Cozy 1BHK Apartment in Memnagar","Ahmedabad","Memnagar","1","633","9","20","24","Semi-Furnished","South-West","Apartment","Buy","2378427","true","","Rajesh Kumar","+91-9432109876"
"Spacious 2BHK Apartment in Chandkheda","Ahmedabad","Chandkheda","2","802","1","3","15","Semi-Furnished","West","Apartment","Buy","2976068","true","","Sunita Verma","+91-9543210987"
"Spacious 3BHK Independent House in Gota","Ahmedabad","Gota","3","1508","7","11","13","Furnished","East","Independent House","Buy","6106132","true","","Rajesh Kumar","+91-9432109876"
"Luxurious 4BHK Villa in Navrangpura","Ahmedabad","Navrangpura","4","1488","1","8","17","Furnished","South-West","Villa","Rent","45598","","","Rahul Sharma","+91-9876543210"
"Cozy 1BHK Studio in Memnagar","Ahmedabad","Memnagar","1","655","10","23","6","Furnished","North","Studio","Rent","9074","true","","Priya Singh","+91-9765432109"
"Spacious 3BHK Independent House in Chandkheda","Ahmedabad","Chandkheda","3","1276","17","27","15","Furnished","South","Independent House","Buy","4898257","true","","Sunita Verma","+91-9543210987"
"Spacious 3BHK Apartment in Vatva","Ahmedabad","Vatva","3","1378","1","2","2","Semi-Furnished","North","Apartment","Buy","4396078","","","Sunita Verma","+91-9543210987"
"Spacious 3BHK Independent House in Maninagar","Ahmedabad","Maninagar","3","1798","9","22","15","Furnished","North-East","Independent House","Rent","26898","","","Priya Singh","+91-9765432109"
"Spacious 3BHK Apartment in Naroda","Ahmedabad","Naroda","3","1616","","9","20","Semi-Furnished","North-West","Apartment","Buy","4996366","","","Rahul Sharma","+91-9876543210"
"Spacious 2BHK Villa in Maninagar","Ahmedabad","Maninagar","2","1373","10","10","10","Unfurnished","South-East","Villa","Rent","13609","true","true","Rahul Sharma","+91-9876543210"
"Luxurious 5BHK Apartment in Bopal","Ahmedabad","Bopal","5","1345","11","19","3","Semi-Furnished","South","Apartment","Rent","42962","true","","Priya Singh","+91-9765432109"
"Luxurious 4BHK Apartment in Chandkheda","Ahmedabad","Chandkheda","4","1563","6","18","14","Semi-Furnished","South-East","Apartment","Rent","30685","true","","Priya Singh","+91-9765432109"
"Luxurious 4BHK Apartment in Memnagar","Ahmedabad","Memnagar","4","1376","12","17","10","Unfurnished","North-West","Apartment","Buy","5641180","true","","Amit Patel","+91-9654321098"
"Spacious 3BHK Apartment in Prahlad Nagar","Ahmedabad","Prahlad Nagar","3","1044","19","25","20","Furnished","North-East","Apartment","Buy","6009238","true","","Rahul Sharma","+91-9876543210"
"Spacious 3BHK Independent House in Naroda","Ahmedabad","Naroda","3","1842","18","18","16","Semi-Furnished","North-East","Independent House","Rent","19565","true","","Amit Patel","+91-9654321098"
"Spacious 2BHK Apartment in SG Highway","Ahmedabad","SG Highway","2","1431","1","11","22","Unfurnished","South-West","Apartment","Rent","17616","true","","Rahul Sharma","+91-9876543210"
"Spacious 3BHK Studio in Gota","Ahmedabad","Gota","3","1134","14","27","2","Unfurnished","South-West","Studio","Buy","4246377","true","true","Rahul Sharma","+91-9876543210"
"Spacious 3BHK Independent House in Odhav","Ahmedabad","Odhav","3","1041","13","26","15","Semi-Furnished","North-East","Independent House","Buy","2976323","true","","Amit Patel","+91-9654321098"
"Spacious 2BHK Independent House in SG Highway","Ahmedabad","SG Highway","2","736","17","19","25","Semi-Furnished","North-East","Independent House","Buy","3115285","true","","Rajesh Kumar","+91-9432109876"
"Luxurious 4BHK Studio in Maninagar","Ahmedabad","Maninagar","4","1810","8","14","16","Semi-Furnished","North-East","Studio","Buy","7211937","true","true","Amit Patel","+91-9654321098"
"Spacious 2BHK Studio in Memnagar","Ahmedabad","Memnagar","2","1244","16","22","5","Furnished","South","Studio","Rent","18155","true","true","Rajesh Kumar","+91-9432109876"
"Cozy 1BHK Studio in Gota","Ahmedabad","Gota","1","959","7","16","6","Furnished","North-West","Studio","Rent","6936","true","","Rajesh Kumar","+91-9432109876"
"Spacious 2BHK Studio in Odhav","Ahmedabad","Odhav","2","1134","2","7","14","Furnished","North-West","Studio","Buy","3482314","true","true","Rajesh Kumar","+91-9432109876"
"Luxurious 4BHK Studio in Maninagar","Ahmedabad","Maninagar","4","1697","4","5","14","Unfurnished","North-West","Studio","Rent","27988","","","Sunita Verma","+91-9543210987"
"Spacious 3BHK Independent House in SG Highway","Ahmedabad","SG Highway","3","1438","20","32","3","Semi-Furnished","East","Independent House","Rent","28629","true","true","Rahul Sharma","+91-9876543210"
"Luxurious 5BHK Builder Floor in Satellite","Ahmedabad","Satellite","5","1957","","7","11","Unfurnished","East","Builder Floor","Buy","11000526","true","true","Priya Singh","+91-9765432109"
"Spacious 3BHK Villa in Satellite","Ahmedabad","Satellite","3","1083","13","17","","Furnished","East","Villa","Rent","39496","true","","Amit Patel","+91-9654321098"
"Luxurious 4BHK Builder Floor in Thaltej","Ahmedabad","Thaltej","4","1835","20","29","2","Semi-Furnished","North-East","Builder Floor","Rent","37908","","","Rahul Sharma","+91-9876543210"
"Spacious 2BHK Studio in Naroda","Ahmedabad","Naroda","2","1438","2","10","10","Furnished","North-West","Studio","Rent","13119","true","","Rajesh Kumar","+91-9432109876"
"Luxurious 4BHK Apartment in Gota","Ahmedabad","Gota","4","1818","4","19","23","Unfurnished","South-East","Apartment","Buy","5286550","","","Rahul Sharma","+91-9876543210"
"Spacious 3BHK Studio in SG Highway","Ahmedabad","SG Highway","3","1219","14","19","1","Furnished","South-West","Studio","Buy","7599739","","","Rahul Sharma","+91-9876543210"
"Spacious 3BHK Apartment in Chandkheda","Ahmedabad","Chandkheda","3","1839","4","11","3","Furnished","North-East","Apartment","Buy","8449325","","","Rajesh Kumar","+91-9432109876"
"Cozy 1BHK Builder Floor in Odhav","Ahmedabad","Odhav","1","698","5","11","14","Furnished","North-West","Builder Floor","Buy","2294689","true","","Sunita Verma","+91-9543210987"
"Spacious 3BHK Independent House in Bopal","Ahmedabad","Bopal","3","1093","2","8","14","Unfurnished","South-East","Independent House","Buy","4351522","","","Rajesh Kumar","+91-9432109876"
"Spacious 3BHK Independent House in Bani Park","Jaipur","Bani Park","3","1343","","14","24","Semi-Furnished","East","Independent House","Buy","5375636","true","","Amit Patel","+91-9654321098"
"Luxurious 4BHK Apartment in Civil Lines","Jaipur","Civil Lines","4","1414","1","6","15","Semi-Furnished","West","Apartment","Buy","7318804","true","","Amit Patel","+91-9654321098"
"Spacious 3BHK Studio in Jagatpura","Jaipur","Jagatpura","3","1837","5","10","10","Furnished","East","Studio","Rent","19849","","","Rahul Sharma","+91-9876543210"
"Cozy 1BHK Apartment in C Scheme","Jaipur","C Scheme","1","919","10","19","8","Furnished","North-West","Apartment","Rent","11531","true","true","Rahul Sharma","+91-9876543210"
"Spacious 2BHK Apartment in Mansarovar","Jaipur","Mansarovar","2","1461","19","26","18","Unfurnished","North-West","Apartment","Rent","14165","true","","Rahul Sharma","+91-9876543210"
"Cozy 1BHK Villa in Malviya Nagar","Jaipur","Malviya Nagar","1","597","15","29","22","Furnished","West","Villa","Buy","2485644","true","","Amit Patel","+91-9654321098"
"Spacious 3BHK Builder Floor in Jagatpura","Jaipur","Jagatpura","3","1080","4","6","13","Furnished","North-West","Builder Floor","Buy","3800819","true","","Sunita Verma","+91-9543210987"
"Spacious 2BHK Studio in Malviya Nagar","Jaipur","Malviya Nagar","2","1459","15","18","","Semi-Furnished","East","Studio","Buy","7299447","true","","Amit Patel","+91-9654321098"
"Luxurious 4BHK Apartment in Mansarovar","Jaipur","Mansarovar","4","1988","2","3","13","Unfurnished","North-East","Apartment","Rent","26376","true","","Priya Singh","+91-9765432109"
"Spacious 2BHK Studio in Adarsh Nagar","Jaipur","Adarsh Nagar","2","1487","19","29","12","Unfurnished","South-East","Studio","Buy","4837635","","true","Rajesh Kumar","+91-9432109876"
"Spacious 3BHK Villa in Sanganer","Jaipur","Sanganer","3","1127","13","24","5","Furnished","East","Villa","Rent","17281","true","true","Rahul Sharma","+91-9876543210"
"Luxurious 5BHK Villa in Malviya Nagar","Jaipur","Malviya Nagar","5","1637","8","19","25","Unfurnished","North-East","Villa","Buy","5597856","true","true","Rajesh Kumar","+91-9432109876"
"Cozy 1BHK Builder Floor in Raja Park","Jaipur","Raja Park","1","751","12","16","1","Furnished","North-East","Builder Floor","Buy","4272672","true","true","Rahul Sharma","+91-9876543210"
"Spacious 2BHK Apartment in Bani Park","Jaipur","Bani Park","2","1167","1","6","15","Semi-Furnished","South-East","Apartment","Buy","5035580","true","","Rahul Sharma","+91-9876543210"
"Luxurious 4BHK Apartment in Raja Park","Jaipur","Raja Park","4","1973","15","19","19","Unfurnished","West","Apartment","Rent","29743","","","Amit Patel","+91-9654321098"
"Luxurious 5BHK Builder Floor in Adarsh Nagar","Jaipur","Adarsh Nagar","5","1395","15","17","25","Furnished","South","Builder Floor","Buy","4218998","true","","Rahul Sharma","+91-9876543210"
"Spacious 3BHK Apartment in Tonk Road","Jaipur","Tonk Road","3","1697","19","23","9","Furnished","North","Apartment","Buy","7358928","true","","Rajesh Kumar","+91-9432109876"
"Luxurious 4BHK Apartment in C Scheme","Jaipur","C Scheme","4","1110","14","22","11","Semi-Furnished","North-East","Apartment","Buy","6650993","true","true","Rajesh Kumar","+91-9432109876"
"Cozy 1BHK Builder Floor in Sikar Road","Jaipur","Sikar Road","1","723","6","8","2","Unfurnished","South","Builder Floor","Rent","5635","","true","Sunita Verma","+91-9543210987"
"Cozy 1BHK Apartment in Vaishali Nagar","Jaipur","Vaishali Nagar","1","778","7","14","23","Furnished","North-West","Apartment","Buy","3236432","true","","Sunita Verma","+91-9543210987"
"Spacious 3BHK Builder Floor in Civil Lines","Jaipur","Civil Lines","3","1762","16","20","23","Unfurnished","South-West","Builder Floor","Buy","7127160","true","","Priya Singh","+91-9765432109"
"Cozy 1BHK Apartment in Nirman Nagar","Jaipur","Nirman Nagar","1","668","7","21","13","Semi-Furnished","South","Apartment","Buy","2322713","true","","Priya Singh","+91-9765432109"
"Cozy 1BHK Apartment in C Scheme","Jaipur","C Scheme","1","817","3","15","1","Furnished","West","Apartment","Rent","12273","true","","Amit Patel","+91-9654321098"
"Spacious 3BHK Independent House in Malviya Nagar","Jaipur","Malviya Nagar","3","1566","1","16","24","Semi-Furnished","West","Independent House","Rent","24498","","","Sunita Verma","+91-9543210987"
"Spacious 2BHK Apartment in Mansarovar","Jaipur","Mansarovar","2","948","20","25","13","Semi-Furnished","East","Apartment","Rent","12801","","","Rahul Sharma","+91-9876543210"
"Spacious 3BHK Builder Floor in Bani Park","Jaipur","Bani Park","3","1539","5","10","9","Unfurnished","North","Builder Floor","Rent","25396","","","Rajesh Kumar","+91-9432109876"
"Luxurious 4BHK Independent House in Jagatpura","Jaipur","Jagatpura","4","1015","8","16","16","Unfurnished","North-West","Independent House","Buy","2840402","","","Priya Singh","+91-9765432109"
"Spacious 2BHK Builder Floor in Sanganer","Jaipur","Sanganer","2","1241","14","15","15","Unfurnished","South-East","Builder Floor","Rent","10586","true","","Rahul Sharma","+91-9876543210"
"Luxurious 5BHK Apartment in Bani Park","Jaipur","Bani Park","5","2485","18","28","9","Semi-Furnished","South-East","Apartment","Buy","13541041","","","Rahul Sharma","+91-9876543210"
"Spacious 2BHK Independent House in Jagatpura","Jaipur","Jagatpura","2","1013","18","18","12","Semi-Furnished","East","Independent House","Buy","3102499","true","","Rahul Sharma","+91-9876543210"
"Luxurious 4BHK Studio in Sikar Road","Jaipur","Sikar Road","4","2009","18","30","17","Unfurnished","North-East","Studio","Buy","5895548","true","","Amit Patel","+91-9654321098"
